Sigla Empresa;Fecha;Origen;Destino;Tipo de Equipo;Número de Vuelos;Horas Bloque;Sillas;Carga Ofrecida Kg;Pasajeros A Bordo;Distancia;Trafico;Tipo de Vuelo;Nombre Empresa;Ciudad Origen;Ciudad Destino;Pais Origen;Pais Destino;Apto_Origen;Apto_Destino;Grupo de Empresas;OW;Ruta;Millas;Año;Mes
ARE;1/07/2017;BOG;BGA;A319;65;66,33;9360;1137500;7931;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;jul
ARE;1/07/2017;BGA;BOG;A320;51;52,44;8808;994500;6605;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;jul
ARE;1/07/2017;BGA;BOG;A319;66;68,01;9504;1155000;8109;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;jul
VVC;1/12/2014;BOG;BGA;A320;22;22,1;3960;0;3668;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;VVC;BOG-BGA;BGA-BOG;179;2014;dic
VVC;1/11/2014;BOG;BGA;A320;21;21,41;3780;0;3305;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;VVC;BOG-BGA;BGA-BOG;179;2014;nov
VVC;1/10/2014;BOG;BGA;A320;22;21,78;3960;0;3567;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;VVC;BOG-BGA;BGA-BOG;179;2014;oct
VVC;1/09/2014;BOG;BGA;A320;19;18,66;3420;0;2934;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;VVC;BOG-BGA;BGA-BOG;179;2014;sep
VVC;1/08/2014;BOG;BGA;A320;21;20,68;3780;0;3304;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;VVC;BOG-BGA;BGA-BOG;179;2014;ago
VVC;1/07/2014;BOG;BGA;A320;20;18,68;3600;0;3196;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;VVC;BOG-BGA;BGA-BOG;179;2014;jul
VVC;1/06/2014;BOG;BGA;A320;16;15,34;2880;0;2613;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;VVC;BOG-BGA;BGA-BOG;179;2014;jun
VVC;1/12/2014;BGA;BOG;A320;22;24,74;3960;0;3600;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;VVC;BGA-BOG;BGA-BOG;179;2014;dic
VVC;1/11/2014;BGA;BOG;A320;21;23,51;3780;0;3393;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;VVC;BGA-BOG;BGA-BOG;179;2014;nov
VVC;1/10/2014;BGA;BOG;A320;22;23,28;3960;0;3666;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;VVC;BGA-BOG;BGA-BOG;179;2014;oct
VVC;1/09/2014;BGA;BOG;A320;19;20,7;3420;0;3027;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;VVC;BGA-BOG;BGA-BOG;179;2014;sep
VVC;1/08/2014;BGA;BOG;A320;21;21,54;3780;0;3436;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;VVC;BGA-BOG;BGA-BOG;179;2014;ago
VVC;1/07/2014;BGA;BOG;A320;20;21,06;3600;0;3319;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;VVC;BGA-BOG;BGA-BOG;179;2014;jul
VVC;1/06/2014;BGA;BOG;A320;16;17,06;2880;0;2588;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;VVC;BGA-BOG;BGA-BOG;179;2014;jun
RPB;1/06/2014;BOG;BGA;E190;13;14,28;1378;122460;963;288,07;Domestic;Regular;AEROREPUBLICA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;CMP;BOG-BGA;BGA-BOG;179;2014;jun
RPB;1/05/2014;BOG;BGA;E190;13;15,11;1366;120341;988;288,07;Domestic;Regular;AEROREPUBLICA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;CMP;BOG-BGA;BGA-BOG;179;2014;may
RPB;1/04/2014;BOG;BGA;E190;13;13,39;1378;121992;941;288,07;Domestic;Regular;AEROREPUBLICA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;CMP;BOG-BGA;BGA-BOG;179;2014;abr
RPB;1/03/2014;BOG;BGA;E190;21;105,9;2214;199521;1214;288,07;Domestic;Regular;AEROREPUBLICA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;CMP;BOG-BGA;BGA-BOG;179;2014;mar
RPB;1/02/2014;BOG;BGA;E190;27;27,48;2850;249723;2196;288,07;Domestic;Regular;AEROREPUBLICA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;CMP;BOG-BGA;BGA-BOG;179;2014;feb
RPB;1/01/2014;BOG;BGA;E190;31;30,59;3286;286719;2234;288,07;Domestic;Regular;AEROREPUBLICA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;CMP;BOG-BGA;BGA-BOG;179;2014;ene
RPB;1/06/2014;BGA;BOG;E190;13;13,86;1378;128557;906;288,07;Domestic;Regular;AEROREPUBLICA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;CMP;BGA-BOG;BGA-BOG;179;2014;jun
RPB;1/05/2014;BGA;BOG;E190;13;14,74;1366;129597;999;288,07;Domestic;Regular;AEROREPUBLICA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;CMP;BGA-BOG;BGA-BOG;179;2014;may
RPB;1/04/2014;BGA;BOG;E190;13;13,39;1378;134069;996;288,07;Domestic;Regular;AEROREPUBLICA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;CMP;BGA-BOG;BGA-BOG;179;2014;abr
RPB;1/03/2014;BGA;BOG;E190;21;95;2214;224427;1221;288,07;Domestic;Regular;AEROREPUBLICA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;CMP;BGA-BOG;BGA-BOG;179;2014;mar
RPB;1/02/2014;BGA;BOG;E190;27;27,21;2862;271107;2214;288,07;Domestic;Regular;AEROREPUBLICA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;CMP;BGA-BOG;BGA-BOG;179;2014;feb
RPB;1/01/2014;BGA;BOG;E190;31;30,17;3286;311271;2661;288,07;Domestic;Regular;AEROREPUBLICA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;CMP;BGA-BOG;BGA-BOG;179;2014;ene
AVA;1/09/2014;BOG;BGA;A332;6;6,32;900;49907;635;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;sep
AVA;1/12/2014;BOG;BGA;A320;194;196,19;29091;1311740;23602;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;dic
AVA;1/11/2014;BOG;BGA;A320;195;209,05;29146;1380762;23202;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;nov
AVA;1/10/2014;BOG;BGA;A320;254;243,39;38019;1816395;29804;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;oct
AVA;1/09/2014;BOG;BGA;A320;244;250,92;36599;1746434;28185;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;sep
AVA;1/08/2014;BOG;BGA;A320;246;230,87;36899;1845375;26538;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;ago
AVA;1/07/2014;BOG;BGA;A320;257;246,46;38547;1807699;28743;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;jul
AVA;1/06/2014;BOG;BGA;A320;265;248,85;39731;1592023;32677;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;jun
AVA;1/05/2014;BOG;BGA;A320;259;268,54;38849;1516931;32498;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;may
AVA;1/04/2014;BOG;BGA;A320;234;245,13;35093;1365151;28942;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;abr
AVA;1/03/2014;BOG;BGA;A320;290;305,09;43498;1653982;35874;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;mar
AVA;1/02/2014;BOG;BGA;A320;235;221,29;35218;1364761;28645;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;feb
AVA;1/01/2014;BOG;BGA;A320;254;254,98;38098;1623452;29201;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;ene
AVA;1/12/2014;BOG;BGA;A319;100;93,81;11982;759398;10089;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;dic
AVA;1/11/2014;BOG;BGA;A319;108;114,73;12940;850353;10469;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;nov
AVA;1/10/2014;BOG;BGA;A319;76;73,13;9120;580115;7187;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;oct
AVA;1/09/2014;BOG;BGA;A319;79;79,47;9480;573276;7925;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;sep
AVA;1/08/2014;BOG;BGA;A319;82;75,04;9839;606570;7687;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;ago
AVA;1/07/2014;BOG;BGA;A319;64;61,43;7680;414465;6245;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;jul
AVA;1/06/2014;BOG;BGA;A319;23;21,23;2760;151125;2337;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;jun
AVA;1/05/2014;BOG;BGA;A319;15;16,98;1800;104942;1418;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;may
AVA;1/04/2014;BOG;BGA;A319;17;18,16;2040;105625;1810;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;abr
AVA;1/03/2014;BOG;BGA;A319;5;5,38;599;36348;464;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;mar
AVA;1/02/2014;BOG;BGA;A319;7;7,27;840;45277;670;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;feb
AVA;1/01/2014;BOG;BGA;A319;12;12,5;1440;76003;1155;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;ene
AVA;1/12/2014;BOG;BGA;A318;116;115,3;11579;625619;10330;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;dic
AVA;1/11/2014;BOG;BGA;A318;67;71,77;6699;396144;5501;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;nov
AVA;1/10/2014;BOG;BGA;A318;62;58,85;6191;357854;5092;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;oct
AVA;1/09/2014;BOG;BGA;A318;44;46,1;4396;244347;3683;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;sep
AVA;1/08/2014;BOG;BGA;A318;32;30,66;3200;190086;2523;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;ago
AVA;1/07/2014;BOG;BGA;A318;51;49,4;5100;257294;4224;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;jul
AVA;1/06/2014;BOG;BGA;A318;33;30,54;3300;151623;2888;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;jun
AVA;1/05/2014;BOG;BGA;A318;12;12,04;1200;53341;1103;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;may
AVA;1/04/2014;BOG;BGA;A318;18;19,29;1799;75706;1704;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;abr
AVA;1/03/2014;BOG;BGA;A318;14;14,19;1400;72562;1125;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;mar
AVA;1/02/2014;BOG;BGA;A318;15;12,98;1500;71904;1179;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;feb
AVA;1/01/2014;BOG;BGA;A318;29;30,61;2898;144857;2246;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;AVA;BOG-BGA;BGA-BOG;179;2014;ene
AVA;1/09/2014;BGA;BOG;A332;6;6,27;900;51366;684;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;sep
AVA;1/12/2014;BGA;BOG;A320;193;173,59;28946;1734002;19663;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;dic
AVA;1/11/2014;BGA;BOG;A320;193;188,53;28920;1523874;22743;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;nov
AVA;1/10/2014;BGA;BOG;A320;255;234,83;38088;1997714;28967;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;oct
AVA;1/09/2014;BGA;BOG;A320;246;251,12;36930;1969260;28313;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;sep
AVA;1/08/2014;BGA;BOG;A320;245;223,29;36750;2014704;26954;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;ago
AVA;1/07/2014;BGA;BOG;A320;258;236,28;38700;2160630;29231;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;jul
AVA;1/06/2014;BGA;BOG;A320;264;258,51;39599;2103982;31135;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;jun
AVA;1/05/2014;BGA;BOG;A320;259;260,91;38850;1851825;32140;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;may
AVA;1/04/2014;BGA;BOG;A320;235;227,1;35249;1744912;29262;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;abr
AVA;1/03/2014;BGA;BOG;A320;290;291,21;43499;2111323;35513;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;mar
AVA;1/02/2014;BGA;BOG;A320;234;207,69;35099;1705960;28534;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;feb
AVA;1/01/2014;BGA;BOG;A320;255;250,52;38246;1966689;31043;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;ene
AVA;1/12/2014;BGA;BOG;A319;99;95,9;11867;901180;8159;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;dic
AVA;1/11/2014;BGA;BOG;A319;108;107,94;12940;842648;10808;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;nov
AVA;1/10/2014;BGA;BOG;A319;74;69,19;8860;556471;7171;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;oct
AVA;1/09/2014;BGA;BOG;A319;79;83,8;9480;623215;7615;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;sep
AVA;1/08/2014;BGA;BOG;A319;82;76,04;9840;670184;7710;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;ago
AVA;1/07/2014;BGA;BOG;A319;63;59,32;7560;508949;5884;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;jul
AVA;1/06/2014;BGA;BOG;A319;23;24,43;2760;180512;2256;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;jun
AVA;1/05/2014;BGA;BOG;A319;15;15,64;1800;112979;1400;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;may
AVA;1/04/2014;BGA;BOG;A319;17;16,15;2040;129610;1811;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;abr
AVA;1/03/2014;BGA;BOG;A319;5;5,05;600;46772;416;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;mar
AVA;1/02/2014;BGA;BOG;A319;7;6,33;840;50116;765;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;feb
AVA;1/01/2014;BGA;BOG;A319;12;12,17;1440;100359;1176;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;ene
AVA;1/12/2014;BGA;BOG;A318;116;109,45;11581;732862;9645;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;dic
AVA;1/11/2014;BGA;BOG;A318;65;65,45;6497;402033;5345;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;nov
AVA;1/10/2014;BGA;BOG;A318;61;57,57;6094;364533;5048;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;oct
AVA;1/09/2014;BGA;BOG;A318;44;47,42;4402;279858;3670;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;sep
AVA;1/08/2014;BGA;BOG;A318;32;29,47;3200;225868;2494;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;ago
AVA;1/07/2014;BGA;BOG;A318;50;45,16;5000;336591;3901;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;jul
AVA;1/06/2014;BGA;BOG;A318;34;32,01;3400;222532;2800;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;jun
AVA;1/05/2014;BGA;BOG;A318;11;11,92;1100;65278;956;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;may
AVA;1/04/2014;BGA;BOG;A318;18;18,04;1800;114433;1559;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;abr
AVA;1/03/2014;BGA;BOG;A318;14;16,06;1400;77393;1248;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;mar
AVA;1/02/2014;BGA;BOG;A318;15;14,88;1500;102329;1216;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;feb
AVA;1/01/2014;BGA;BOG;A318;29;29,95;2899;169556;2526;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;;;AVA;BGA-BOG;BGA-BOG;179;2014;ene
ARE;1/03/2014;BOG;BGA;B737;4;4,38;592;10000;455;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;mar
ARE;1/02/2014;BOG;BGA;B737;11;11,21;1628;55000;1029;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;feb
ARE;1/01/2014;BOG;BGA;B737;47;47,89;6956;162500;4019;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;ene
ARE;1/12/2014;BOG;BGA;A320;103;111,61;17922;360703;15339;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;dic
ARE;1/11/2014;BOG;BGA;A320;118;126,16;20532;414733;15557;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;nov
ARE;1/10/2014;BOG;BGA;A320;139;147,14;24186;486500;17896;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;oct
ARE;1/09/2014;BOG;BGA;A320;123;127,24;21402;430500;16181;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;sep
ARE;1/08/2014;BOG;BGA;A320;113;120,94;19662;395500;14607;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;ago
ARE;1/07/2014;BOG;BGA;A320;132;137,4;22968;462000;16973;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;jul
ARE;1/06/2014;BOG;BGA;A320;119;125,64;20706;416500;16320;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;;;LAN;BOG-BGA;BGA-BOG;179;2014;jun
