Sigla Empresa;Fecha;Origen;Destino;Tipo de Equipo;Número de Vuelos;Horas Bloque;Sillas;Carga Ofrecida Kg;Pasajeros A Bordo;Distancia;Trafico;Tipo de Vuelo;Nombre Empresa;Ciudad Origen;Ciudad Destino;Pais Origen;Pais Destino;Apto_Origen;Apto_Destino;Grupo de Empresas;OW;Ruta;Millas;Año;Mes
ARE;1/01/2016;CLO;BOG;A320;179;172,51;31146;3490500;27392;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;ene
AVA;1/11/2015;CLO;BOG;B788;1;1,05;250;10589;227;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;nov
AVA;1/11/2015;CLO;BOG;A321;153;138,2;28837;1220667;24115;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;nov
AVA;1/11/2015;CLO;BOG;A320;341;305,68;51096;2013562;43987;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;nov
AVA;1/11/2015;CLO;BOG;A319;93;83,96;11104;652395;9271;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;nov
AVA;1/11/2015;CLO;BOG;A318;111;101,63;11097;615687;9696;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;nov
AVA;1/11/2015;CLO;BOG;AT76;26;28,95;1651;24952;1257;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;nov
AVA;1/11/2015;BOG;CLO;A321;152;150,09;29486;949460;24759;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;nov
AVA;1/11/2015;BOG;CLO;A320;336;326,28;50387;2012706;43957;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;nov
AVA;1/11/2015;BOG;CLO;A319;95;94,09;11393;786212;10318;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;nov
AVA;1/11/2015;BOG;CLO;A318;111;108;11100;617923;9784;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;nov
AVA;1/11/2015;BOG;CLO;AT76;27;33,6;1653;34741;1234;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;nov
ARE;1/02/2016;BOG;CLO;A320;163;171,33;28362;3178500;22083;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;feb
ARE;1/02/2016;CLO;BOG;A320;161;158,74;28014;3139500;21797;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;feb
AVA;1/10/2015;CLO;BOG;A321;131;114,18;24311;1326232;18070;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;oct
AVA;1/10/2015;CLO;BOG;A320;449;394,97;66728;3294433;52433;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;oct
AVA;1/10/2015;CLO;BOG;A319;124;106,43;14474;1011479;11342;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;oct
AVA;1/10/2015;CLO;BOG;A318;63;56,59;6254;384239;5152;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;oct
AVA;1/10/2015;CLO;BOG;AT76;17;18,21;1137;33653;858;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;oct
ARE;1/03/2016;BOG;CLO;A320;172;183,02;29928;3354000;23678;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;mar
AVA;1/10/2015;BOG;CLO;A321;131;124,64;25180;1197474;17599;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;oct
ARE;1/03/2016;CLO;BOG;A320;170;174,21;29580;3315000;24435;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;mar
ARE;1/03/2016;CLO;BOG;B763;1;0,98;238;45000;173;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;mar
AVA;1/10/2015;BOG;CLO;A320;442;425,9;65561;3263351;52176;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;oct
AVA;1/10/2015;BOG;CLO;A319;129;124,73;15150;959110;12500;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;oct
AVA;1/10/2015;BOG;CLO;A318;63;61,7;6275;367519;5433;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;oct
AVA;1/10/2015;BOG;CLO;AT76;17;20,07;1035;40688;513;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;oct
ARE;1/04/2016;BOG;CLO;A320;183;196,88;31842;3568500;21389;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;abr
AVA;1/09/2015;CLO;BOG;A321;116;105,22;21853;1128533;16441;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;sep
AVA;1/09/2015;CLO;BOG;A320;426;400,24;63463;3283921;47874;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;sep
AVA;1/09/2015;CLO;BOG;A319;128;117,92;15141;1023155;11598;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;sep
AVA;1/09/2015;CLO;BOG;A318;85;80,16;8495;552796;6692;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;sep
AVA;1/09/2015;CLO;BOG;AT76;21;24,24;1408;28691;1147;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;sep
ARE;1/04/2016;CLO;BOG;A320;180;183,29;31320;3510000;21534;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;abr
ARE;1/04/2016;CLO;BOG;B763;1;1,1;238;45000;203;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;abr
AVA;1/09/2015;BOG;CLO;A321;116;115,64;22496;1024540;16003;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;sep
AVA;1/09/2015;BOG;CLO;A320;424;437,25;63503;3454840;47342;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;sep
AVA;1/09/2015;BOG;CLO;A319;128;131,33;15327;1020454;12110;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;sep
AVA;1/09/2015;BOG;CLO;A318;87;90,74;8696;577559;6685;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;sep
AVA;1/09/2015;BOG;CLO;AT76;21;26,2;1299;44308;633;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;sep
ARE;1/05/2016;BOG;CLO;A320;202;213,96;35148;3939000;25984;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;may
ARE;1/05/2016;CLO;BOG;A320;200;198,38;34800;3900000;26027;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;may
AVA;1/08/2015;CLO;BOG;A321;126;115,79;23722;1100697;19847;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;ago
AVA;1/08/2015;CLO;BOG;A320;317;296,61;47525;2128439;39684;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;ago
AVA;1/08/2015;CLO;BOG;A319;169;159,33;20272;1274739;16772;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;ago
AVA;1/08/2015;CLO;BOG;A318;143;131,99;14220;838287;12019;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;ago
AVA;1/08/2015;CLO;BOG;AT76;20;23,37;1338;28914;1047;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;ago
AVA;1/08/2015;BOG;CLO;A321;127;125,41;24638;954420;19789;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;ago
ARE;1/06/2016;BOG;CLO;A320;213;229;37062;4153500;30293;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;jun
AVA;1/08/2015;BOG;CLO;A320;310;316,31;46493;2226169;38614;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;ago
AVA;1/08/2015;BOG;CLO;A319;169;171,86;20261;1250608;17397;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;ago
AVA;1/08/2015;BOG;CLO;A318;147;152,95;14699;903180;12296;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;ago
AVA;1/08/2015;BOG;CLO;AT76;21;28,16;1295;35995;822;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;ago
ARE;1/06/2016;CLO;BOG;A320;211;210,69;36714;4114500;28718;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;jun
AVA;1/07/2015;CLO;BOG;A321;122;113,19;23436;1006062;20015;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jul
AVA;1/07/2015;CLO;BOG;A320;391;365,5;58646;2536237;50818;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jul
AVA;1/07/2015;CLO;BOG;A319;131;121,45;15692;956970;13498;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jul
AVA;1/07/2015;CLO;BOG;A318;121;115,48;12094;669959;10767;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jul
AVA;1/07/2015;CLO;BOG;AT76;21;26,87;1411;32610;1118;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jul
ARE;1/07/2016;BOG;CLO;A320;227;246,03;39498;4426500;34739;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;jul
AVA;1/07/2015;BOG;CLO;A321;123;124,16;23852;869950;19513;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jul
AVA;1/07/2015;BOG;CLO;A320;389;404,23;58350;2751129;48678;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jul
AVA;1/07/2015;BOG;CLO;A319;128;130,49;15335;893913;13584;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jul
AVA;1/07/2015;BOG;CLO;A318;128;134,65;12799;771969;10837;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jul
AVA;1/07/2015;BOG;CLO;AT76;20;27,02;1225;30197;813;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jul
ARE;1/07/2016;CLO;BOG;A320;229;227,14;39846;4465500;36934;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;jul
ARE;1/08/2016;BOG;CLO;A320;219;236,13;38106;4270500;33726;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;ago
AVA;1/06/2015;CLO;BOG;A332;4;4,03;993;99006;761;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jun
AVA;1/06/2015;CLO;BOG;A321;125;118,75;23990;1101554;19901;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jun
AVA;1/06/2015;CLO;BOG;A320;416;391,19;62284;3150986;48699;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jun
ARE;1/08/2016;CLO;BOG;A320;218;216,54;37932;4251000;33378;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;ago
AVA;1/06/2015;CLO;BOG;A319;106;101,46;12526;836474;10110;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jun
AVA;1/06/2015;CLO;BOG;A318;69;65,49;6871;429902;5722;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jun
AVA;1/06/2015;CLO;BOG;AT76;21;26,66;1426;22606;1266;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;jun
AVA;1/06/2015;BOG;CLO;A332;5;4,89;1245;161903;978;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jun
AVA;1/06/2015;BOG;CLO;A321;125;129,14;24186;925892;19562;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jun
AVA;1/06/2015;BOG;CLO;A320;420;437,54;62994;2982971;52314;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jun
AVA;1/06/2015;BOG;CLO;A319;101;103,44;12109;750830;10405;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jun
AVA;1/06/2015;BOG;CLO;A318;75;77,71;7492;445631;6526;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jun
AVA;1/06/2015;BOG;CLO;AT76;22;28,58;1353;35405;881;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;jun
ARE;1/09/2016;BOG;CLO;A320;207;223,34;36018;4036500;27617;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;sep
ARE;1/09/2016;CLO;BOG;A320;204;200,99;35496;3978000;27765;280,16;Domestic;Regular;AIRES;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;LAN;CLO-BOG;BOG-CLO;174;2016;sep
AVA;1/05/2015;CLO;BOG;A332;5;4,6;1244;146227;845;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;may
AVA;1/05/2015;CLO;BOG;A321;128;121,48;23713;1242328;18578;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;may
AVA;1/05/2015;CLO;BOG;A320;479;456,36;71365;3811424;53167;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;may
AVA;1/05/2015;CLO;BOG;A319;92;87,6;10811;777583;8168;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;may
AVA;1/05/2015;CLO;BOG;A318;59;55,73;5768;382246;4532;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;may
AVA;1/05/2015;CLO;BOG;AT76;22;26,12;1423;36389;1122;280,16;Domestic;Regular;AVIANCA;CALI;BOGOTA;COLOMBIA;COLOMBIA;CALI - ALFONSO BONILLA ARAGON;BOGOTA - ELDORADO;AVA;CLO-BOG;BOG-CLO;174;2015;may
ARE;1/10/2016;BOG;CLO;A319;35;39,24;5040;612500;3942;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;oct
ARE;1/10/2016;BOG;CLO;A320;167;184,44;29058;3256500;22968;280,16;Domestic;Regular;AIRES;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;LAN;BOG-CLO;BOG-CLO;174;2016;oct
AVA;1/05/2015;BOG;CLO;A332;4;4,5;994;129654;694;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;may
AVA;1/05/2015;BOG;CLO;A321;128;135,6;24788;1169410;17044;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;may
AVA;1/05/2015;BOG;CLO;A320;477;515,83;71541;3657604;54993;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;may
AVA;1/05/2015;BOG;CLO;A319;96;101,17;11514;767065;8910;280,16;Domestic;Regular;AVIANCA;BOGOTA;CALI;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CALI - ALFONSO BONILLA ARAGON;AVA;BOG-CLO;BOG-CLO;174;2015;may
